timestamp_ct,symbol,data_source,date,open,high,low,close,volume,ema20,ema50,ema100,ema200,sma20,sma50,sma100,sma200,rsi14,macd,macd_signal,macd_hist,atr14,adx14,plus_di14,minus_di14,bb_mid20,bb_upper20,bb_lower20,bb_width,pivot,r1,s1,r2,s2,r3,s3,fib_long_low,fib_long_high,fib_long_23.6%,fib_long_38.2%,fib_long_50.0%,fib_long_61.8%,fib_long_78.6%,fib_short_low,fib_short_high,fib_short_23.6%,fib_short_38.2%,fib_short_50.0%,fib_short_61.8%,fib_short_78.6%,trend_s,momentum_s,strength_s,vol_s,fib_s,pivot_s,composite_score,signal
2025-09-28T23:51:59-0500,BTC-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,111853.3552172696,114090.422321615,109616.28811292422,111853.3552172696,1000000,112756.3890239794,113255.44319219638,111767.60145019607,106474.03699571622,113989.20395734794,113681.13221659487,113704.3195260595,104586.4617231198,39.4772946553214,-698.0115358389303,-282.27359241417423,-415.73794342475605,4733.760463408275,33.50761713323466,143.24023512808148,210.99000312821596,113989.20395734794,119064.85831793031,108913.54959676557,0.08905500142770639,112142.57362752674,114385.42510007728,109899.7221549762,116628.27657262782,107656.87068242567,118871.12804517835,105414.01920987513,74802.50854919752,126032.21350848851,,,,,,106088.29370537911,119488.40499131047,,,,,,-0.5,-2.0,0.5,0.25,-0.25,-0.5,-13.833333333333336,NEUTRAL
2025-09-28T23:51:59-0500,ETH-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,4119.891854598858,4202.289691690836,4037.494017506881,4119.891854598858,1000000,4257.6928089580815,4209.672631840981,3864.311930560483,3411.7043037173544,4355.202492112483,4398.563638330715,3796.2191627199513,2963.227467439535,33.11552779712983,-86.89606640281181,-43.499329809815286,-43.396736592996525,209.54254461609997,28.302051869086977,193.02026820192958,374.56090160751125,4355.202492112483,4849.344895519607,3861.0600887053583,0.22692051830060447,4141.839664086501,4224.676457368231,4059.002870804771,4307.513250649961,3976.166077523041,4390.350043931691,3893.329284241311,1441.933667727821,4925.810052634299,,,,,,3785.80202183891,4202.289691690836,,,,,,-0.5,-2.0,0.5,0.0,-0.25,-0.5,-21.166666666666668,NEUTRAL
2025-09-28T23:51:59-0500,SOL-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,210.89,210.9,209.0,210.3,51981.11321813,216.97581596325458,208.85890708863238,194.71590465851625,182.43709440059163,226.215,209.1886,187.32530000000003,166.8285,36.88266579832846,-1.3627065168938373,2.814859217786595,-4.1775657346804325,11.352857142857145,42.05626475248001,158.99081414370184,471.6874292185731,226.215,259.01980163826914,193.41019836173086,0.2900320636409534,206.65666666666667,215.18333333333334,202.36333333333334,219.47666666666666,193.83666666666667,228.00333333333333,189.54333333333335,95.17,253.5,,,,,,190.98,210.9,,,,,,1.5,-2.0,0.5,-0.25,-0.25,0.5,3.166666666666666,NEUTRAL
2025-09-28T23:51:59-0500,XRP-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,2.8621355241923836,2.9193782346762314,2.804892813708536,2.8621355241923836,1000000,2.9044696898759312,2.9239478964267978,2.8367600413024703,2.6131235863948836,2.954554864319052,2.9584973606785416,2.8735766877070756,2.5520166571284593,41.34727616273826,-0.03716582055005002,-0.0226916383405612,-0.01447418220948882,0.13571813038517774,26.3118418242783,236.93965322156112,322.927427729959,2.954554864319052,3.1833708175911326,2.725738911046971,0.15489030583618352,2.8649567393068645,2.9222558740930014,2.8076576045207267,2.979555008879139,2.7503584697345898,3.036854143665276,2.693059334948452,1.756102885862295,3.627418564320748,,,,,,2.6843401859281233,2.9193782346762314,,,,,,-0.5,-2.0,0.5,0.25,1.0,-0.5,-10.083333333333334,NEUTRAL
2025-09-28T23:51:59-0500,ADA-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,0.808708,0.808708,0.798589,0.802428,648795.79265016,0.8349271104291728,0.8351582843497971,0.805445328215834,0.7679695526439606,0.8578856,0.861055,0.7832335399999999,0.7366710900000001,40.200059833357734,-0.017824818635723272,-0.008119608320200252,-0.00970521031552302,0.039876857142857165,35.25057476439944,181.8548531550701,402.94048105238255,0.8578856,0.9636840121349292,0.7520871878650709,0.24664923186711404,0.7951523333333332,0.8249936666666665,0.7788046666666665,0.8413413333333333,0.7489633333333332,0.8711826666666665,0.7326156666666664,0.510252,1.018247,,,,,,0.753964,0.808708,,,,,,-0.5,-2.0,0.5,0.25,1.0,0.5,-8.083333333333336,NEUTRAL
2025-09-28T23:51:59-0500,MATIC-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,0.22798828411816363,0.2325480498005269,0.22342851843580036,0.22798828411816363,1000000,0.24056178639668657,0.24500113036218904,0.24100732699468141,0.25421781664661464,0.24710700487097279,0.25194568018423613,0.23223888119902103,0.22383619397197446,27.3208562932937,-0.010010320812887968,-0.0070921413376120145,-0.002918179475275954,0.011274388395928713,46.53211249413236,157.01741686850087,401.3185433940478,0.24710700487097279,0.28995924097684744,0.20425476876509815,0.3468314152263712,0.2281573356370533,0.23272048234979437,0.2235941889243122,0.23728362906253544,0.21903104221157113,0.24184677577527652,0.21446789549883005,0.16367911614833738,0.29543349190740453,,,,,,0.21158594833154515,0.2325480498005269,,,,,,-3.5,-2.5,0.5,0.0,1.0,-0.5,-45.916666666666664,SHORT
2025-09-28T23:51:59-0500,LINK-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,21.66749,21.67846,21.36623,21.37526,35952.59535874,22.304639393739787,22.127823306419575,20.547288762973448,18.74998077710773,22.886237,23.405236,19.7509855,16.973386,36.43560634908157,-0.5739712699349937,-0.33956585350990526,-0.23440541642508844,1.1168607142857143,38.31702335521034,139.02628860869598,438.8819426901294,22.886237,25.894362799518795,19.878111200481207,0.2628764003028365,21.278553333333335,22.11290666666667,20.84992666666667,22.541533333333337,20.015573333333332,23.375886666666673,19.586946666666666,10.117,27.83764,,,,,,19.85,21.67846,,,,,,-0.5,-2.0,0.5,-0.25,-0.25,0.5,-16.833333333333332,NEUTRAL
2025-09-28T23:51:59-0500,UNI-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,7.757,7.759,7.68,7.706,38913.61629904,8.56231704990986,9.142040300122932,9.020324660132726,8.718804568479811,8.8447,9.67594,9.276019999999999,7.720765,25.616255829447027,-0.5829163579682106,-0.46430389476658884,-0.11861246320162178,0.41471428571428565,40.68936834928631,97.89872545642412,640.440923182914,8.8447,10.724204649187065,6.965195350812934,0.4250013339484812,7.645,7.8759999999999994,7.5169999999999995,8.004,7.286,8.235,7.1579999999999995,4.559,12.274,,,,,,7.278,7.759,,,,,,-3.5,-2.5,0.5,-0.25,1.0,0.5,-46.416666666666664,SHORT
2025-09-28T23:51:59-0500,AAVE-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,275.16,276.21,273.53,273.55,274.27499036,286.34740033650024,294.5084932699848,287.67039877924253,268.4997061100655,291.3165,304.12,294.7815,248.79475,37.28312302839117,-10.150525057292157,-8.070649190710224,-2.079875866581933,14.657142857142864,37.33662315380438,115.09746588693994,495.59454191033063,291.3165,327.9503332405263,254.68266675947376,0.25150537810612345,271.12000000000006,281.0200000000001,265.2700000000001,286.87000000000006,255.37000000000006,296.7700000000001,249.5200000000001,114.03,385.61,,,,,,248.81,276.21,,,,,,-0.5,-2.0,0.5,-0.25,1.0,0.5,-13.083333333333332,NEUTRAL
2025-09-28T23:51:59-0500,AVAX-USD,Crypto APIs (Kraken/Coinbase/CoinGecko),2025-09-29,30.0,30.23,29.45,29.55,86454.44854594,30.020460277350345,27.730732419853034,25.64789065583699,24.91409437867906,30.9985,26.9754,24.150199999999998,22.3963,49.06832298136646,0.9136652499634614,1.51428477890206,-0.6006195289385985,2.432142857142856,45.18358577086767,356.06461086637313,399.64757709251114,30.9985,35.2043719604105,26.7926280395895,0.27135970839947093,29.373333333333335,30.80666666666667,28.56666666666667,31.613333333333333,27.133333333333336,33.04666666666667,26.32666666666667,14.66,36.14,,,,,,22.67,36.14,,,,,,2.5,-1.0,0.5,-0.75,-0.25,0.5,14.833333333333334,NEUTRAL
